"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"1232SA25Q0822","Grain Drill for Charlotte, VT","COMBINED SYNOPSIS/SOLICITATION This is a combined synopsis/solicitation for commercial items prepared in accordance with the procedures contained in FAR Part 12.6, Acquisition of Commercial Items, and FAR Part 13, Simplified Acquisition Procedures, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued. The solicitation number is 1232SA25Q0822 and is issued as a Request for Quotation (RFQ). The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular (FAC) Number 2025-05 dated 08/07/2025. This solicitation is issued as total small business set-aside The associated NAICS code is 334516 the small business size standard is 1000. List CLINS, item descriptions, quantities and units of measure: 0001 grain drill qty 1 each Description/Statement of Work/Specification: See attached specifications Date(s) and place(s) of delivery and acceptance: Delivery within 60 days of award This requirement shall be FOB Destination. FAR Provision 52.212-1, Instructions to Offerors-Commercial, is incorporated by reference and applies to this acquisition. Please see the attached RFQ terms and conditions for the submission requirements and its addendum. Evaluation: For the evaluation criteria, please see the attached RFQ terms and conditions. Quoters are required to complete in full FAR Provision 52.212-3, Offeror Representations and Certifications-Commercial Items (DEVIATION), with their quote online at SAM: www.sam.gov. An quoter must state in their quote if they completed FAR 52.212-3 online and that is it up-to-date and valid. See the attached RFQ terms and conditions for more requirements. System updates may lag policy updates. The System for Award Management (SAM) may continue to require entities to complete representations based on provisions that are not included in agency solicitations, including 52.223-22, Public Disclosure of Greenhouse Gas Emissions and Reduction Goals—Representation, and paragraph (t) of 52.212-3, Offeror Representations and Certifications—Commercial Products and Commercial Services. Agencies will not consider or use these representations. Entities are not required to, nor are they able to, update their entity registration to remove these representations in SAM FAR Clause 52.212-4, Contract Terms and Conditions-Commercial Items, applies to this acquisition. Please see the attached RFQ terms and conditions for its Addendum. FAR Clause 52.212-5, Contract Terms and Conditions Required to Implement Statutes or Executive Orders-Commercial Items (DEVIATION), is incorporated and applies to this acquisition. Please see the attached RFQ terms and conditions that are applicable to the acquisition. There are no additional contract requirement(s) or terms and conditions (such as contract financing arrangements or warranty requirements) determined by the contracting officer to be necessary for this acquisition and consistent with customary commercial practices. The Defense Priorities and Allocations System (DPAS) and assigned ratings are not applicable to this solicitation. Date, time and place quotes are due. Quotes are due by 09/25/2025 at 12:00pm PST to Brian.Fien@usda.gov Submit quotes to the following e-mail address(es), by the quote due date and time: Brian.Fien@usda.gov Late quotes after the established deadline may be considered only if it is in the government’s best interest and if it will not unduly delay award. Any and all questions regarding this solicitation shall be submitted in writing to Brian.Fien@usda.gov no later than 09/20/2025 at 12:00pm PST","Sep 25, 2025 12:00 PM PDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Brian Fien","Active","N/A","N/A","N/A","Analytical Laboratory Instrument Manufacturing","LABORATORY EQUIPMENT AND SUPPLIES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1232SA25Q0855","RNA Sequencing Service","Amendment 0001 Posted. This is a combined synopsis/solicitation for commercial item prepared in accordance with the format in FAR subpart 12.6 and FAR Part 13, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested. The solicitation number is 12805B24Q0216 and is issued as a request for quotation (RFQ). This solicitation document incorporates those provisions and clauses in effect through Federal Acquisition Circular 2025-05 with supplemental USDA Overhauled FAR Deviations included. The associated NAICS Code is 541714 and the Small Business Size Standard is 1,000 Employees. This is an total small business set aside. The USDA, Agricultural Research Service, Fargo, ND has a requirement for RNA sequencing. The Government intends to award a firm fixed price purchase order. The requirements are further detail in the attached Requirements Document. The DELIVERY ADDRESS is: PA CEREAL CROPS RESEARCH 1616 ALBRECHT BLVD NORTH FARGO ND 58102 DOCUMENTS TO BE INCLUDED IN QUOTE: In order to be considered for award, Offerors shall respond by: 1) Addressing all of the requirements of the RFQ submission documents, and be valid for at least 60 days after receipt of quote. 2) Have an Active SAM.gov registration; the Representation and Certification section should also be completed electronically in the System for Award Management (SAM) at www.sam.gov. Any amendment and documents related to this procurement will be available electronically at the Government Point of Entry (sam.gov). FAR clauses 52.212-1, 52.212-2, 52.212-3, 52.212-4 and 52.212-5 (and any addenda to those clauses) are included in the attached clauses and provisions document. Additionally, other contract requirements and terms/conditions can be located in the same document. The Government anticipates award of a contract resulting from this solicitation to the responsible offeror whose quote conforms to the specifications that will be the most advantageous to the Government in accordance with FAR 13.106-2 considering three major areas: technical acceptance, past performance and price. Quotes will be evaluated by performing a comparative evaluation in accordance with FAR 13.106-2(b)(3) to determine which quote meets the lowest price technically acceptable evaluation methodology. All sources wishing to quote shall furnish a quotation by 10:00 a.m. Central Time, on or before September 11, 2025. Quotations are to be sent via email to Kelly Wright at kelly.wright@usda.gov. Failure to provide the required information in the requested format may result in quotes not being considered for award. Attached Provisions/Clauses apply to this RFQ and any subsequent award.","Sep 17, 2025 10:00 AM CDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Kelly Wright","Active","N/A","N/A","N/A","Research and Development in Biotechnology (except Nanobiotechnology)","SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA","N/A","Total Small Business Set-Aside (FAR 19.5)"
"70CDCR25Q00000021","89--Meals Ready-to-Eat","AMENDMENT NOTICE: This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. The solicitation number is 70CDCR25Q00000021 and is issued as a Request for Quote (RFQ), unless otherwise indicated herein. The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2025-06. The associated North American Industrial Classification System (NAICS) code for this procurement is 311999 with a small business size standard of 700.00 employees. This requirement is a Small Business Set-Aside and only qualified sellers may submit bids. The solicitation pricing on https://marketplace.unisonglobal.com will start on the date this solicitation is posted, and, unless otherwise displayed at https://marketplace.unisonglobal.com, will end on: 2025-09-18 12:00:00.0 Eastern Time. This time supersedes the Offers Due Time listed above. FOB Destination shall be in the Statement of Work The DHS ICE - Detention Compliance & Removals (DCR) requires the items to be Meet or Exceed. To review line items, terms, etc., refer to the link below. Solicitation and Buy Attachments ***Question Submission: Interested Sellers must submit any questions concerning the solicitation at the earliest time possible to enable the Buyer to respond. Questions must be submitted by using the 'Submit a Question' feature at https://marketplace.unisonglobal.com. Questions not received within a reasonable time prior to close of the solicitation may not be considered.*** For this solicitation, DHS ICE - Detention Compliance & Removals (DCR) intends to conduct an online competitive reverse auction to be facilitated by the third-party reverse auction provider, Unison Marketplace. Unison Marketplace has developed an online, anonymous, browser based application to conduct the reverse auction. A Seller may submit a series of pricing bids, which descend in price during the specified period of time for the aforementioned reverse auction. DHS ICE - Detention Compliance & Removals (DCR) is taking this action in an effort to improve both vendor access and awareness of requests and the agency's ability to gather multiple, competed, real-time bids. All responsible Sellers that respond to this solicitation MUST submit the pricing portion of their bid using the online exchange located at https://marketplace.unisonglobal.com. There is no cost to register, review procurement data or make a bid on https://marketplace.unisonglobal.com.Sellers that are not currently registered to use https://marketplace.unisonglobal.com should proceed to https://marketplace.unisonglobal.com to complete their free registration. Sellers that require special considerations or assistance may contact Marketplace Support at 1.877.933.3243 or via email at marketplacesupport@unisonglobal.com. Sellers may not artificially manipulate the price of a transaction on https://marketplace.unisonglobal.com by any means. It is unacceptable to place bad faith bids, to use decoys in the https://marketplace.unisonglobal.com process or to collude with the intent or effect of hampering the competitive https://marketplace.unisonglobal.com process. Should Sellers require additional clarification, notify the point of contact or Marketplace Support at 1.877.933.3243 or marketplacesupport@unisonglobal.com.","Sep 18, 2025 12:00 PM EDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Name: Marketplace Support, Title: Marketplace Support, Phone: 1.877.933.3243, Email: MarketplaceSupport@unisonglobal.com;","Active","N/A","N/A","N/A","All Other Miscellaneous Food Manufacturing","COMPOSITE FOOD PACKAGES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"70RWMD25QP0000019","Intrusion Detection System at the John W. Peck Federal Building","*****Amendment 0002***** 1. The purpose of amendment 0002 is to provide Government responses to questions from industry and submit a revised SOW. 2. Responses to this RFQ are due to the Contract Specialist Mark Ian Namoco at Mark.Namoco@hq.dhs.gov and the Contracting Officer Marcus Datcher at Marcus.Datcher@hq.dhs.gov by September 17, 2025 at 10:00 AM ET. **** OFFERORS ARE ENCOURAGED TO REVIEW THE REQUEST FOR QUOTES (RFQ) PACKAGE IN ITS ENTIRETY. ANY SUBMISSION WHICH DOES NOT MEET THE REQUIREMENTS OF THIS RFQ WILL BE REMOVED FROM AWARD CONSIDERATION. **** All other terms and conditions remain unchanged. List Of Attachments: 1. 70RWM25QP00000019 Amendment 0002, 2 Pages 2. Government Responses to Industry - RFQ 70RWMD25QP0000019, 1 Page 3. Attachment C - SOW Amendment 0002, 2 Pages (Updated Page 6 and 46) *****Amendment 0001***** The purpose of amendment 0001 to RFQ 70RWMD25QP00000019 is to update the site visit request deadline, site visit date, RFQ questions deadline, and RFQ response deadline as follows: 1. Highly encouraged site vist will occur on September 10, 2025 at 10:00 am CT. Please contact Benjamin.Alvarado@fps.dhs.gov no later than September 4, 2025 3:00 PM ET to confirm attendance. 2. Questions regarding this RFQ shall be submitted via email to Mark.Namoco@hq.dhs.gov and Marcus.Datcher@hq.dhs.gov no later than September 12, 2025 10:00 AM ET. 3. Responses to this RFQ are due to the Contract Speialist Mark Ian Namoco at Mark.Namoco@hq.dhs.gov and the Contracting Officer Marcus Datcher at Marcus.Datcher@hq.dhs.gov by September 17, 2025 at 10:00 AM ET. All other terms and conditions remain unchanged. List Of Attachments: 1. 70RWM25QP00000019 Amendment 0001, 2 Pages 2. Attachment B - Solicitation Provisions, 3 Pages (Updated Page 2, 6, and 7) _______________________________________________________________ This Request for Quote (RFQ) is being conducted in accordance with Federal Acquisition Regulation (FAR) Part 12 - Acquisition of Commercial Products and Commercial Services in conjunction with the policies and procedures for solicitation, evaluation, and award prescribed in FAR Part 13, Simplified Acquisition Procedures and FAR 15.206. The Contractor shall provide all labor, material, management, expertise, transportation, supervision, training, licenses and permits to provide the services in accordance with the Statement of Work (SOW) for an installation of an IDS at the John W. Peck Federal Building located at 550 Main Street Cincinnati, Ohio 45202. Please sign and witness the NDA for access to the SOW. Please submit all NDA to to the Contract Special Mark Ian Namoco at Mark.Namoco@hq.dhs.gov and the Contracting Officer Marcus Datcher at Marcus.Datcher@hq.dhs.gov, PLEASE NOTE THAT THIS REQUIREMENT DOES NOT ALLOW FOR PARTIAL PAYMENT. Please do not submit quotes with this language.","Sep 17, 2025 10:00 AM EDT","Sep 15, 2025","Sep 15, 2025","Solicitation","Marcus Datcher","Active","N/A","N/A","N/A","Security Systems Services (except Locksmiths)","INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1232SA25Q0361","Microscope Cameras at Athens, GA","COMBINED SYNOPSIS/SOLICITATION This is a combined synopsis/solicitation for commercial items prepared in accordance with the procedures contained in FAR Part 12.6, Acquisition of Commercial Items, and FAR Part 13, Simplified Acquisition Procedures, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued. The solicitation number is 1232SA25Q0361 and is issued as a Request for Quotation (RFQ). The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular (FAC) Number 2025-05 dated 08/07/2025. This solicitation is issued as total small business set-aside The associated NAICS code is 334516the small business size standard is 1000. List CLINS, item descriptions, quantities and units of measure: 0001 microscope cameras qty 2 each Description/Statement of Work/Specification: See attached specifications Date(s) and place(s) of delivery and acceptance: Delivery within 60 days of award This requirement shall be FOB Destination. FAR Provision 52.212-1, Instructions to Offerors-Commercial, is incorporated by reference and applies to this acquisition. Please see the attached RFQ terms and conditions for the submission requirements and its addendum. Evaluation: For the evaluation criteria, please see the attached RFQ terms and conditions. Quoters are required to complete in full FAR Provision 52.212-3, Offeror Representations and Certifications-Commercial Items (DEVIATION), with their quote online at SAM: www.sam.gov. An quoter must state in their quote if they completed FAR 52.212-3 online and that is it up-to-date and valid. See the attached RFQ terms and conditions for more requirements. System updates may lag policy updates. The System for Award Management (SAM) may continue to require entities to complete representations based on provisions that are not included in agency solicitations, including 52.223-22, Public Disclosure of Greenhouse Gas Emissions and Reduction Goals—Representation, and paragraph (t) of 52.212-3, Offeror Representations and Certifications—Commercial Products and Commercial Services. Agencies will not consider or use these representations. Entities are not required to, nor are they able to, update their entity registration to remove these representations in SAM FAR Clause 52.212-4, Contract Terms and Conditions-Commercial Items, applies to this acquisition. Please see the attached RFQ terms and conditions for its Addendum. FAR Clause 52.212-5, Contract Terms and Conditions Required to Implement Statutes or Executive Orders-Commercial Items (DEVIATION), is incorporated and applies to this acquisition. Please see the attached RFQ terms and conditions that are applicable to the acquisition. There are no additional contract requirement(s) or terms and conditions (such as contract financing arrangements or warranty requirements) determined by the contracting officer to be necessary for this acquisition and consistent with customary commercial practices. The Defense Priorities and Allocations System (DPAS) and assigned ratings are not applicable to this solicitation. Date, time and place quotes are due. Quotes are due by 09/25/2025 at 12:00pm PST to Brian.Fien@usda.gov Submit quotes to the following e-mail address(es), by the quote due date and time: Brian.Fien@usda.gov Late quotes after the established deadline may be considered only if it is in the government’s best interest and if it will not unduly delay award. Any and all questions regarding this solicitation shall be submitted in writing to Brian.Fien@usda.gov no later than 09/20/2025 at 12:00pm PST","Sep 25, 2025 12:00 PM PDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Brian Fien","Active","N/A","N/A","N/A","Analytical Laboratory Instrument Manufacturing","LABORATORY EQUIPMENT AND SUPPLIES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"W911S225U1118","TUBA","Update posted to change to brand name exact match solicitation","Sep 18, 2025 01:00 PM EDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Colin Murray","Active","N/A","N/A","N/A","Musical Instrument Manufacturing","MUSICAL INSTRUMENTS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1232SA25Q0894","Irrigation Hose Reel","Irrigation Hose Reel in accordance with the attached documents.","Sep 22, 2025 02:00 PM MDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Frank Palmer","Active","N/A","N/A","N/A","Farm Machinery and Equipment Manufacturing","DAIRY, POULTRY, AND LIVESTOCK EQUIPMENT","N/A","Total Small Business Set-Aside (FAR 19.5)"
"W912BU25RA018","3228 CESWG Survey Vessel","The Marine Design Center (MDC) of the U.S. Army Corps of Engineers (USACE) is issuing a Request for Proposal (RFP) solicitation to acquire an aluminum catamaran hydrographic survey vessel, conforming to commercial standards. The vessel acquired under this solicitation will be used to support the Galveston District (SWG) of the USACE in their mission of maintaining navigable waterways along the Texas coast of the Gulf of Mexico. The survey vessel will have a centerline-moon-pool deployed survey transducer strut system. If determined by the designer, the catamaran hull may incorporate a hydrofoil support system. The Contractor assumes complete responsibility for building the survey vessel according to this specification, the Contract Drawings, and the documents that are called for in this procurement, to meet the requirements of this Contract. Contractor will be required to fabricate and deliver the vessel to the Government. Delivery and final acceptance will be at the :U.S. Army Corps of Engineers. Army Engineer District, Galveston There will be liquidated damages associated with this procurement Bid guarantee, payment, and performance bonding will be required. Hard copies will not be available. No written or fax requests will be accepted. Contractors may download the solicitation (including drawings) and any amendments via the hyperlink to the Sam.Gov website, www.sam.gov, on (or after) the issue date. The official media of distribution for the IFB is the Web. All amendments to the IFB will be posted to the Sam.Gov website. It is the offeror?s responsibility to monitor the website in order to access the solicitation. Offerors are responsible for printing copies of the IFB and any amendments. NAICS code is 336611 ? Ship Building and Repair. Offerors shall submit any questions they may have in writing to Matthew Rhoads at Matthew.T.Rhoads@usace.army.mil and Domenic Sestito at Domenic.L.Sestito@usace.army.mil. NOTE: Offerors shall submit all questions and requests for clarifications no later than 2:00PM EST on 28 August 2025. The decision to respond to questions and requests for clarification received after this time and date shall be at the discretion of the Contracting Officer. All contractors are required to be registered in the System for Award Management (SAM) before award as required by DFARS 204.7300. Information on getting registered may be obtained by accessing the SAM website at www.sam.gov. Instructions will be included in the solicitation. Also, all Services Disabled/Veterans Owned Business or Veterans Owned Small Business must be registered with the Department of Veterans Affairs Center of Veterans Enterprise Vet Biz Registry located at https://www.vip.vetbiz.gov/.******In the PIEE module, please click on the W912BU25RA018 link at the bottom left of the page to view the attachments.************************************* AMD 0001 - RFP EXTENDED TO 9/12/2025***************************************************** amendment 0004 posted.***********","Oct 10, 2025 02:00 PM EDT","Sep 15, 2025","Sep 15, 2025","Solicitation","Domenic Sestito","Active","N/A","N/A","N/A","Ship Building and Repairing","SPECIAL SERVICE VESSELS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"FA251725Q0137","Fire Alarm System Upgrade/FireWorks Upgrade","The 21st Civil Engineering Squadron (21 CES) is requesting the replacement and upgrade of network switches and Uninterrupted Power Supply (UPS) systems throughout the Base Fire Alarm System (FARS) including system hardware, firmware, and software on Peterson Space Force Base (PSFB). Additionally, the Government has a requirement for the installation of a FireWorks System. The FireWorks System involves the installation of a dedicated server, hardware, and software components that are directly compatible with operational requirements to run the FireWorks system. Reference attached SOW and Product List for full description of this requirement.","Sep 22, 2025 11:00 AM MDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Jason Donovan | SSgt Kaylie Anderson","Active","N/A","N/A","N/A","Electronic Computer Manufacturing","IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)","N/A","Total Small Business Set-Aside (FAR 19.5)"
"W50S8H-25-Q-A013","Lighting Upgrades for Building Offices and Hallways","There is a second site visit scheduled for Thursday, September 18, 2025 at 8:30AM EST. All participants must arive at the below location no later than 8:30AM EST to be escorted at all times though the facility. No late arrivals will be afforded the opportunity to attend the site visit. Interested attendees for the second site visit must email both the POCs listed with this announcement no later than 2:00PM EST on Tuesday, September 16, 2025 in order to be granted access to the military installation. The location for the site visit is: 107th Operations Group 10055 Blewett Avenue Niagara Falls ARS, NY 14304-6011 A building electrical drawing is available and may be obtained by emailing both POCs listed with this announcement. This drawing shall not be posted to SAM.gov directly. Additionally, the suspense for receipt of offeror quotes has been extended to Thursday, September 25, 2025 at 2:00PM EST. Finally, the responses to questions received during the first site visit on September 10, 2025 have been posted to this announcement. ***Previous solicitation amendment below.*** On September 5, 2025 at 1:12PM EST the Contracting Officer replaced the Statement of Work with one with updated security permissons. Nothing else was changed. ***Original Solicitation Below*** This is a combined synopsis/solicitation utilizing Simplifed Acquistiion Procedures in accordance with FAR 13.003(g)(1) with the expectation of awarding a Firm-Fixed-Priced construction contract. This announcement constitutes the only solicitation with quotes being requested from interested offerors. This Request for Quotes (RFQ) solicitation number W50S8H-25-Q-A013 is provided as an attachment to this notice on a Standard Form 1442 in accordance with FAR 13.106-1(d) and is in accordance with the provisions and clauses effective in Federal Acquisition Circular (FAC 2025-05 effective 7 August 2025). The North American Industry Classification System (NAICS) number is 238210 and the Small Business Size Standard is $19,000,000.00. This acquisition is a 100% Total Small Business Set-Aside. This acquisition is subject to the Constuction Wage Rate Requirements. At present, the current Wage Determination NY20250019 dated 22 August 2025 is applicable, however, the most current Wage Determination shall be applied to the resulting contract award. Address for performance is: 107th Operations Group 10055 Blewett Avenue Niagara Falls ARS, NY 14304 A site visit is being held for this acquisition on Wednesday, September 10, 2025 at 8:00AM EST at the above address. To attend, please contact both the Primary and Secondary POC listed on this announcement. Protests to NG Protest Decision Authority shall be filed at: National Guard Bureau Office of the Director of Acquisitions ATTN: NGB-AQ-O 111 S. George Mason Dr. Arlington, VA 22204 Email: ng.ncr.ngb-arng.mbx.ngb-task-order-ombudsman@mail.mil A. Offerors must comply with all instructions contained in Section 00 21 00 - Instructions - Quote Evaluations and Basis for Award. B. Offerors shall remit a completed copy of the Representations and Certifications IAW FAR 52.212-3, following the instructions as provided in the clause. C. All applicable provisions and clauses can be found in the attached RFQ solicitation Standard Form 1442. They are incorporated into this RFQ and the resulting contract award as applicable.","Sep 25, 2025 02:00 PM EDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Philip J Rott | Jennifer DeWispelaere","Active","N/A","N/A","N/A","Electrical Contractors and Other Wiring Installation Contractors","REPAIR OR ALTERATION OF OFFICE BUILDINGS","N/A","Total Small Business Set-Aside (FAR 19.5)"
